,ENTIDAD,estado,MUN,NOM_MUN,LOC,nombre,longitud,latitud,pob_total,pob_masculina,pob_femenina
99289,16,Michoacán de Ocampo,43,Jacona,1,Jacona de Plancarte,"102°18'21.684"" W","19°57'22.759"" N",61510,29745.0,31765.0
100976,16,Michoacán de Ocampo,66,Pátzcuaro,1,Pátzcuaro,"101°36'36.419"" W","19°30'48.952"" N",60811,28918.0,31893.0
78917,13,Hidalgo,69,Tizayuca,1,Tizayuca," 98°58'53.703"" W","19°50'27.920"" N",60265,29320.0,30945.0
166920,29,Tlaxcala,13,Huamantla,1,Huamantla," 97°55'23.170"" W","19°18'45.575"" N",59871,28600.0,31271.0
14484,5,Coahuila de Zaragoza,17,Matamoros,1,Matamoros,"103°13'49.381"" W","25°31'41.290"" N",59762,29256.0,30506.0
80150,14,Jalisco,8,Arandas,1,Arandas,"102°20'25.000"" W","20°42'20.000"" N",59648,29039.0,30609.0
73598,12,Guerrero,66,Tlapa de Comonfort,1,Tlapa de Comonfort," 98°34'55.698"" W","17°32'49.018"" N",59580,27640.0,31940.0
15824,5,Coahuila de Zaragoza,28,Sabinas,1,Sabinas,"101°07'11.961"" W","27°50'55.998"" N",59196,29281.0,29915.0
128375,21,Puebla,71,Huauchinango,1,Huauchinango," 98°03'04.824"" W","20°10'28.912"" N",58957,27454.0,31503.0
140159,24,San Luis Potosí,24,Rioverde,1,Rioverde," 99°59'34.521"" W","21°55'56.561"" N",58158,27588.0,30570.0
59252,11,Guanajuato,2,Acámbaro,1,Acámbaro,"100°43'09.575"" W","20°02'07.369"" N",56597,26894.0,29703.0
190745,31,Yucatán,102,Valladolid,1,Valladolid," 88°12'03.528"" W","20°41'23.012"" N",56494,27363.0,29131.0
91747,15,México,35,Huehuetoca,27,Santa Teresa," 99°14'25.975"" W","19°50'28.630"" N",56460,27819.0,28641.0
190675,31,Yucatán,101,Umán,1,Umán," 89°44'53.820"" W","20°52'54.804"" N",56409,27920.0,28489.0
115209,20,Oaxaca,39,Heroica Ciudad de Huajuapan de León,1,Heroica Ciudad de Huajuapan de León," 97°46'34.449"" W","17°48'24.614"" N",56163,26474.0,29689.0
22592,7,Chiapas,27,Chiapa de Corzo,1,Chiapa de Corzo," 93°00'57.453"" W","16°42'28.649"" N",55931,27145.0,28786.0
170567,30,Veracruz de Ignacio de la Llave,38,Coatepec,1,Coatepec," 96°57'36.987"" W","19°27'16.778"" N",55720,26163.0,29557.0
179113,30,Veracruz de Ignacio de la Llave,124,Papantla,1,Papantla de Olarte," 97°19'21.897"" W","20°26'48.237"" N",55452,25755.0,29697.0
104129,16,Michoacán de Ocampo,107,Zacapu,1,Zacapu,"101°47'34.295"" W","19°49'07.027"" N",55287,26410.0,28877.0
112862,19,Nuevo León,38,Montemorelos,1,Montemorelos," 99°49'37.050"" W","25°11'21.310"" N",54467,26861.0,27606.0
86110,14,Jalisco,73,San Juan de los Lagos,1,San Juan de los Lagos,"102°19'58.000"" W","21°14'52.000"" N",53539,26334.0,27205.0
111337,19,Nuevo León,18,García,212,Mitras Poniente,"100°25'49.731"" W","25°46'53.312"" N",53461,26258.0,27203.0
166861,29,Tlaxcala,10,Chiautempan,1,Santa Ana Chiautempan," 98°11'34.661"" W","19°18'50.328"" N",53373,25563.0,27810.0
95246,15,México,120,Zumpango,1,Zumpango de Ocampo," 99°06'02.282"" W","19°47'49.643"" N",53362,26058.0,27304.0
93915,15,México,91,Teoloyucan,1,Teoloyucan," 99°10'59.034"" W","19°44'43.676"" N",52828,25685.0,27143.0
190234,31,Yucatán,96,Tizimín,1,Tizimín," 88°09'08.158"" W","21°08'36.683"" N",52593,25611.0,26982.0
64002,11,Guanajuato,25,Purísima del Rincón,1,Purísima de Bustos,"101°52'41.157"" W","21°01'46.485"" N",52257,25817.0,26440.0
67142,11,Guanajuato,41,Uriangato,1,Uriangato,"101°10'40.984"" W","20°08'27.642"" N",52156,25075.0,27081.0
80761,14,Jalisco,15,Autlán de Navarro,1,Autlán de Navarro,"104°21'55.000"" W","19°46'17.000"" N",52019,25280.0,26739.0
65882,11,Guanajuato,33,San Luis de la Paz,1,San Luis de la Paz,"100°30'54.452"" W","21°17'55.738"" N",51894,24192.0,27702.0
29752,7,Chiapas,65,Palenque,1,Palenque," 91°58'51.720"" W","17°30'32.880"" N",51797,24704.0,27093.0
72604,12,Guerrero,55,Taxco de Alarcón,1,Taxco de Alarcón," 99°36'16.541"" W","18°33'26.575"" N",50399,23857.0,26542.0
101416,16,Michoacán de Ocampo,75,Los Reyes,1,Los Reyes de Salgado,"102°28'28.844"" W","19°35'20.307"" N",49940,24395.0,25545.0
128967,21,Puebla,85,Izúcar de Matamoros,1,Izúcar de Matamoros," 98°27'55.463"" W","18°36'08.032"" N",49578,23483.0,26095.0
16417,5,Coahuila de Zaragoza,33,San Pedro,1,San Pedro,"102°58'59.365"" W","25°45'28.000"" N",49490,23994.0,25496.0
88333,14,Jalisco,97,Tlajomulco de Zúñiga,25,San Agustín,"103°28'06.000"" W","20°32'53.000"" N",49402,24441.0,24961.0
91847,15,México,39,Ixtapaluca,3,San Buenaventura," 98°51'47.352"" W","19°18'11.096"" N",49241,23632.0,25609.0
20541,7,Chiapas,17,Cintalapa,1,Cintalapa de Figueroa," 93°43'13.541"" W","16°41'55.256"" N",49201,23550.0,25651.0
167958,30,Veracruz de Ignacio de la Llave,3,Acayucan,1,Acayucan," 94°54'49.935"" W","17°56'55.761"" N",48567,22798.0,25769.0
165780,28,Tamaulipas,40,Valle Hermoso,1,Valle Hermoso," 97°48'44.835"" W","25°40'25.679"" N",48172,23505.0,24667.0
107076,18,Nayarit,8,Xalisco,1,Xalisco,"104°53'59.048"" W","21°26'37.274"" N",48170,23154.0,25016.0
113313,19,Nuevo León,41,Pesquería,1,Pesquería,"100°03'13.240"" W","25°46'59.730"" N",48069,24948.0,23121.0
94542,15,México,106,Toluca,83,San Pablo Autopan," 99°39'25.976"" W","19°21'26.756"" N",47932,23664.0,24268.0
171338,30,Veracruz de Ignacio de la Llave,48,Cosoleacaque,73,Minatitlán," 94°34'15.249"" W","18°00'46.028"" N",47826,22784.0,25042.0
27372,7,Chiapas,59,Ocosingo,1,Ocosingo," 92°05'44.976"" W","16°54'28.938"" N",47688,22441.0,25247.0
166714,29,Tlaxcala,5,Apizaco,1,Ciudad de Apizaco," 98°08'26.202"" W","19°24'58.805"" N",47632,22222.0,25410.0
112235,19,Nuevo León,31,Juárez,313,Arboledas de San Roque,"100°08'39.610"" W","25°36'39.820"" N",47155,23917.0,23238.0
184722,30,Veracruz de Ignacio de la Llave,174,Tierra Blanca,1,Tierra Blanca," 96°21'37.133"" W","18°26'50.816"" N",47035,21950.0,25085.0
130169,21,Puebla,119,San Andrés Cholula,1,San Andrés Cholula," 98°18'02.360"" W","19°03'03.398"" N",46996,22756.0,24240.0
172550,30,Veracruz de Ignacio de la Llave,61,Las Choapas,1,Las Choapas," 94°05'24.994"" W","17°54'33.573"" N",46909,22043.0,24866.0
192557,32,Zacatecas,20,Jerez,1,Jerez de García Salinas,"102°59'23.725"" W","22°38'57.852"" N",46132,22301.0,23831.0
122255,20,Oaxaca,390,Santa Lucía del Camino,1,Santa Lucía del Camino," 96°41'40.838"" W","17°03'50.825"" N",45895,22079.0,23816.0
167768,29,Tlaxcala,44,Zacatelco,1,Zacatelco," 98°14'24.815"" W","19°12'58.140"" N",45587,21871.0,23716.0
125057,20,Oaxaca,515,Santo Domingo Tehuantepec,1,Santo Domingo Tehuantepec," 95°13'55.377"" W","16°19'55.410"" N",45134,21692.0,23442.0
92431,15,México,53,Melchor Ocampo,1,Melchor Ocampo," 99°08'36.450"" W","19°42'37.490"" N",44731,21806.0,22925.0
106002,17,Morelos,29,Yautepec,1,Yautepec de Zaragoza," 99°03'38.715"" W","18°53'09.822"" N",44353,21315.0,23038.0
76387,13,Hidalgo,28,Huejutla de Reyes,1,Huejutla de Reyes," 98°25'14.142"" W","21°08'21.163"" N",44311,20980.0,23331.0
88317,14,Jalisco,97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,"103°26'35.000"" W","20°28'25.000"" N",44103,21683.0,22420.0
66363,11,Guanajuato,35,Santa Cruz de Juventino Rosas,1,Juventino Rosas,"100°59'38.534"" W","20°38'35.521"" N",43998,20889.0,23109.0
7631,3,Baja California Sur,1,Comondú,1,Ciudad Constitución,"111°40'24.022"" W","25°02'04.688"" N",43805,21645.0,22160.0
63443,11,Guanajuato,23,Pénjamo,1,Pénjamo,"101°43'30.158"" W","20°25'54.461"" N",43249,20897.0,22352.0
28701,7,Chiapas,61,Ocozocoautla de Espinosa,1,Ocozocoautla de Espinosa," 93°22'32.349"" W","16°45'41.263"" N",43247,20973.0,22274.0
158314,27,Tabasco,5,Comalcalco,1,Comalcalco," 93°13'30.062"" W","18°15'57.773"" N",43035,20262.0,22773.0
113954,19,Nuevo León,49,Santiago,1,Santiago,"100°09'10.840"" W","25°25'37.560"" N",43019,21513.0,21506.0
85911,14,Jalisco,70,El Salto,13,Las Pintas,"103°19'16.000"" W","20°34'35.000"" N",42576,21146.0,21430.0
179748,30,Veracruz de Ignacio de la Llave,128,Perote,1,Perote," 97°14'38.659"" W","19°33'38.352"" N",42451,20109.0,22342.0
94528,15,México,106,Toluca,66,San Cristóbal Huichochitlán," 99°38'11.672"" W","19°20'12.864"" N",42320,20548.0,21772.0
41879,8,Chihuahua,11,Camargo,1,Santa Rosalía de Camargo,"105°10'17.833"" W","27°41'41.865"" N",42019,20471.0,21548.0
189582,31,Yucatán,59,Progreso,1,Progreso," 89°39'48.942"" W","21°16'57.278"" N",41965,20855.0,21110.0
63295,11,Guanajuato,21,Moroleón,1,Moroleón,"101°11'21.151"" W","20°07'54.733"" N",41910,20169.0,21741.0
92962,15,México,70,La Paz,40,San Isidro," 98°56'48.308"" W","19°20'25.159"" N",41887,20568.0,21319.0
91893,15,México,39,Ixtapaluca,151,San Jerónimo Cuatro Vientos," 98°50'38.565"" W","19°17'35.538"" N",41791,20479.0,21312.0
180482,30,Veracruz de Ignacio de la Llave,138,Río Blanco,1,Río Blanco," 97°08'22.290"" W","18°50'19.914"" N",41785,19305.0,22480.0
178672,30,Veracruz de Ignacio de la Llave,123,Pánuco,1,Pánuco," 98°10'52.699"" W","22°03'13.005"" N",41588,19849.0,21739.0
111301,19,Nuevo León,18,García,105,Parque Industrial Ciudad Mitras,"100°26'25.041"" W","25°47'28.442"" N",41487,21019.0,20468.0
132350,21,Puebla,197,Xicotepec,1,Xicotepec de Juárez," 97°57'29.317"" W","20°16'33.811"" N",41455,19461.0,21994.0
52653,9,Ciudad de México,12,Tlalpan,27,San Miguel Topilejo," 99°08'29.034"" W","19°12'04.891"" N",41087,20173.0,20914.0
86864,14,Jalisco,83,Tala,1,Tala,"103°42'10.000"" W","20°39'09.000"" N",40906,20106.0,20800.0
113429,19,Nuevo León,41,Pesquería,456,Valle de Santa María,"100°06'09.980"" W","25°42'36.991"" N",40703,20746.0,19957.0
94016,15,México,95,Tepotzotlán,1,Tepotzotlán," 99°13'24.652"" W","19°42'49.601"" N",40279,19563.0,20716.0
111941,19,Nuevo León,25,General Zuazua,284,Fraccionamiento Real Palmas,"100°10'05.330"" W","25°53'53.350"" N",40259,20446.0,19813.0
111275,19,Nuevo León,18,García,25,Valle de Lincoln,"100°28'58.941"" W","25°47'43.970"" N",39998,20192.0,19806.0
99998,16,Michoacán de Ocampo,52,Lázaro Cárdenas,77,Las Guacamayas,"102°12'39.703"" W","18°01'10.367"" N",39613,19589.0,20024.0
153297,26,Sonora,30,Hermosillo,343,Miguel Alemán (La Doce),"111°28'49.370"" W","28°50'24.290"" N",39474,20305.0,19169.0
99811,16,Michoacán de Ocampo,50,Maravatío,1,Maravatío de Ocampo,"100°26'30.002"" W","19°53'30.025"" N",39425,18847.0,20578.0
90107,14,Jalisco,120,Zapopan,758,Valle de los Molinos,"103°25'32.208"" W","20°50'58.677"" N",39327,19403.0,19924.0
85913,14,Jalisco,70,El Salto,20,San José del Castillo,"103°14'06.000"" W","20°30'20.000"" N",39246,19334.0,19912.0
134808,22,Querétaro,14,Querétaro,58,Juriquilla,"100°27'30.088"" W","20°42'36.027"" N",39244,18881.0,20363.0
132703,21,Puebla,208,Zacatlán,1,Zacatlán," 97°57'36.880"" W","19°55'56.514"" N",39203,18322.0,20881.0
151224,26,Sonora,18,Cajeme,311,Esperanza,"109°55'49.899"" W","27°34'50.432"" N",39164,19243.0,19921.0
85566,14,Jalisco,67,Puerto Vallarta,28,Ixtapa,"105°11'59.000"" W","20°42'52.000"" N",39083,19805.0,19278.0
16351,5,Coahuila de Zaragoza,32,San Juan de Sabinas,14,Nueva Rosita,"101°13'01.120"" W","27°56'02.050"" N",39058,19303.0,19755.0
14812,5,Coahuila de Zaragoza,20,Múzquiz,1,Ciudad Melchor Múzquiz,"101°30'59.464"" W","27°52'39.179"" N",38992,19390.0,19602.0
152500,26,Sonora,25,Empalme,1,Empalme,"110°48'57.576"" W","27°57'27.381"" N",38886,19153.0,19733.0
81056,14,Jalisco,18,La Barca,1,La Barca,"102°32'31.000"" W","20°17'25.000"" N",38780,18658.0,20122.0
109000,18,Nayarit,20,Bahía de Banderas,88,San Vicente,"105°15'04.208"" W","20°44'54.097"" N",38666,19461.0,19205.0
191138,32,Zacatecas,5,Calera,1,Víctor Rosales,"102°42'08.145"" W","22°56'56.534"" N",38193,18726.0,19467.0
152143,26,Sonora,19,Cananea,1,Heroica Ciudad de Cananea,"110°18'06.017"" W","30°58'57.550"" N",38113,18888.0,19225.0
34592,7,Chiapas,97,Tonalá,1,Tonalá," 93°45'06.420"" W","16°05'28.880"" N",38087,18070.0,20017.0
80026,14,Jalisco,6,Ameca,1,Ameca,"104°02'35.000"" W","20°32'55.000"" N",37871,18317.0,19554.0
166739,29,Tlaxcala,6,Calpulalpan,1,Heroica Ciudad de Calpulalpan," 98°34'13.712"" W","19°35'18.693"" N",37704,18021.0,19683.0
76688,13,Hidalgo,30,Ixmiquilpan,1,Ixmiquilpan," 99°13'07.585"" W","20°29'05.524"" N",37608,17514.0,20094.0
37737,7,Chiapas,108,Villaflores,1,Villaflores," 93°16'03.747"" W","16°14'07.749"" N",37546,17878.0,19668.0
91491,15,México,23,Coyotepec,1,Coyotepec," 99°12'28.729"" W","19°46'31.827"" N",37442,18301.0,19141.0
52652,9,Ciudad de México,12,Tlalpan,26,San Miguel Ajusco," 99°12'14.282"" W","19°13'04.690"" N",37282,18174.0,19108.0
88507,14,Jalisco,97,Tlajomulco de Zúñiga,843,Lomas del Sur,"103°25'03.029"" W","20°29'32.792"" N",37146,18385.0,18761.0
186795,30,Veracruz de Ignacio de la Llave,193,Veracruz,87,Valente Díaz," 96°13'47.521"" W","19°10'03.699"" N",36818,17941.0,18877.0
127214,21,Puebla,41,Cuautlancingo,1,San Juan Cuautlancingo," 98°16'23.916"" W","19°05'21.649"" N",36620,17801.0,18819.0
78687,13,Hidalgo,63,Tepeji del Río de Ocampo,1,Tepeji del Río de Ocampo," 99°20'30.531"" W","19°54'18.782"" N",36618,17541.0,19077.0
138345,24,San Luis Potosí,11,Ciudad Fernández,1,Ciudad Fernández,"100°00'39.680"" W","21°56'36.643"" N",36275,17596.0,18679.0
19792,7,Chiapas,12,Berriozábal,1,Berriozábal," 93°16'23.777"" W","16°48'01.155"" N",36084,17694.0,18390.0
186038,30,Veracruz de Ignacio de la Llave,183,Tlapacoyan,1,Tlapacoyan," 97°12'45.107"" W","19°57'45.548"" N",35893,17010.0,18883.0
11246,4,Campeche,4,Champotón,1,Champotón," 90°43'26.008"" W","19°21'22.387"" N",35799,17508.0,18291.0
94119,15,México,99,Texcoco,1,Texcoco de Mora," 98°52'53.344"" W","19°30'48.383"" N",35491,16505.0,18986.0
108996,18,Nayarit,20,Bahía de Banderas,83,San José del Valle,"105°13'54.122"" W","20°45'35.664"" N",35486,17672.0,17814.0
64719,11,Guanajuato,28,Salvatierra,1,Salvatierra,"100°52'52.896"" W","20°12'58.023"" N",35401,16957.0,18444.0
94535,15,México,106,Toluca,75,San Lorenzo Tepaltitlán," 99°37'27.648"" W","19°18'46.000"" N",35292,16912.0,18380.0
190083,31,Yucatán,89,Ticul,1,Ticul," 89°32'04.008"" W","20°23'54.024"" N",35183,17315.0,17868.0
47654,8,Chihuahua,36,Jiménez,1,José Mariano Jiménez,"104°55'22.716"" W","27°07'49.977"" N",35087,17185.0,17902.0
127217,21,Puebla,41,Cuautlancingo,8,Sanctorum," 98°15'15.927"" W","19°05'52.675"" N",35083,17139.0,17944.0
194236,32,Zacatecas,39,Río Grande,1,Río Grande,"103°02'03.594"" W","23°49'38.763"" N",35050,16863.0,18187.0
135151,22,Querétaro,17,Tequisquiapan,1,Tequisquiapan," 99°53'01.824"" W","20°31'07.743"" N",34955,16749.0,18206.0
159745,27,Tabasco,17,Tenosique,1,Tenosique de Pino Suárez," 91°25'33.412"" W","17°28'38.979"" N",34946,16990.0,17956.0
176630,30,Veracruz de Ignacio de la Llave,105,Medellín de Bravo,273,Fraccionamiento Puente Moreno," 96°09'25.243"" W","19°06'10.770"" N",34913,16551.0,18362.0
170037,30,Veracruz de Ignacio de la Llave,30,Camerino Z. Mendoza,1,Ciudad Mendoza," 97°11'04.982"" W","18°48'15.267"" N",34847,16181.0,18666.0
15319,5,Coahuila de Zaragoza,24,Parras,1,Parras de la Fuente,"102°11'03.008"" W","25°26'14.570"" N",34798,17339.0,17459.0
93322,15,México,81,Tecámac,25,San Martín Azcatepec," 98°58'13.986"" W","19°41'08.218"" N",34391,16620.0,17771.0
91588,15,México,25,Chalco,149,Los Héroes Chalco [Conjunto Urbano]," 98°50'29.037"" W","19°15'37.533"" N",34277,16552.0,17725.0
170764,30,Veracruz de Ignacio de la Llave,40,Coatzintla,1,Coatzintla," 97°27'38.815"" W","20°28'56.508"" N",34039,16031.0,18008.0
187423,30,Veracruz de Ignacio de la Llave,204,Agua Dulce,1,Agua Dulce," 94°08'50.060"" W","18°08'17.780"" N",33986,16159.0,17827.0
146875,25,Sinaloa,9,Escuinapa,1,Escuinapa de Hidalgo,"105°46'40.353"" W","22°50'06.185"" N",33924,16684.0,17240.0
70201,12,Guerrero,28,Chilapa de Álvarez,1,Chilapa de Álvarez," 99°10'39.654"" W","17°35'39.236"" N",33783,15542.0,18241.0
124305,20,Oaxaca,482,Santiago Pinotepa Nacional,1,Santiago Pinotepa Nacional," 98°03'01.251"" W","16°20'20.433"" N",33726,16213.0,17513.0
91086,15,México,9,Amecameca,1,Amecameca de Juárez," 98°46'11.318"" W","19°07'43.266"" N",33716,16030.0,17686.0
113637,19,Nuevo León,44,Sabinas Hidalgo,1,Ciudad Sabinas Hidalgo,"100°10'52.130"" W","26°29'54.130"" N",33522,16396.0,17126.0
149699,25,Sinaloa,18,Navolato,374,Licenciado Benito Juárez (Campo Gobierno),"107°32'26.802"" W","24°39'26.532"" N",33496,16962.0,16534.0
173821,30,Veracruz de Ignacio de la Llave,71,Huatusco,1,Huatusco de Chicuellar," 96°58'02.459"" W","19°08'49.097"" N",33402,15526.0,17876.0
136958,23,Quintana Roo,9,Tulum,1,Tulum," 87°27'47.537"" W","20°12'38.796"" N",33374,17544.0,15830.0
6651,2,Baja California,4,Tijuana,1883,Villa del Campo,"116°44'28.197"" W","32°30'22.961"" N",33360,16954.0,16406.0
90253,14,Jalisco,124,Zapotlanejo,1,Zapotlanejo,"103°03'51.000"" W","20°37'21.000"" N",33284,16112.0,17172.0
182457,30,Veracruz de Ignacio de la Llave,155,Tantoyuca,1,Tantoyuca," 98°13'47.710"" W","21°21'06.531"" N",33226,15576.0,17650.0
61839,11,Guanajuato,15,Guanajuato,67,Marfil,"101°17'01.047"" W","21°00'13.199"" N",33184,15922.0,17262.0
92319,15,México,51,Lerma,1,Lerma de Villada," 99°30'42.541"" W","19°17'07.344"" N",33166,16193.0,16973.0
113385,19,Nuevo León,41,Pesquería,337,Colinas del Aeropuerto,"100°06'23.620"" W","25°49'13.690"" N",33108,16954.0,16154.0
94544,15,México,106,Toluca,86,Santa Ana Tlapaltitlán," 99°37'37.857"" W","19°16'45.331"" N",33089,16134.0,16955.0
91851,15,México,39,Ixtapaluca,12,San Francisco Acuautla," 98°51'34.061"" W","19°20'37.387"" N",32989,16087.0,16902.0
65022,11,Guanajuato,30,San Felipe,1,San Felipe,"101°12'57.401"" W","21°28'45.609"" N",32831,15782.0,17049.0
95158,15,México,118,Zinacantepec,1,San Miguel Zinacantepec," 99°44'06.135"" W","19°17'05.663"" N",32738,15797.0,16941.0
13911,5,Coahuila de Zaragoza,9,Francisco I. Madero,1,Francisco I. Madero (Chávez),"103°16'23.000"" W","25°46'30.000"" N",32704,15991.0,16713.0
101297,16,Michoacán de Ocampo,71,Puruándiro,1,Puruándiro,"101°30'54.721"" W","20°05'19.195"" N",32333,15643.0,16690.0
100448,16,Michoacán de Ocampo,55,Múgica,1,Nueva Italia de Ruiz,"102°05'12.243"" W","19°01'43.697"" N",32328,15781.0,16547.0
94619,15,México,106,Toluca,233,Crespa Floresta," 99°35'40.349"" W","19°18'48.737"" N",32307,15569.0,16738.0
75013,13,Hidalgo,3,Actopan,1,Actopan," 98°56'34.442"" W","20°16'08.709"" N",32276,15262.0,17014.0
24686,7,Chiapas,40,Huixtla,1,Huixtla," 92°27'56.944"" W","15°08'17.839"" N",32109,15329.0,16780.0
1204,1,Aguascalientes,6,Pabellón de Arteaga,1,Pabellón de Arteaga,"102°16'35.550"" W","22°08'57.126"" N",32035,15668.0,16367.0
1398,1,Aguascalientes,7,Rincón de Romos,1,Rincón de Romos,"102°19'23.047"" W","22°13'45.239"" N",31963,15530.0,16433.0
175138,30,Veracruz de Ignacio de la Llave,89,Jáltipan,1,Jáltipan de Morelos," 94°43'18.245"" W","17°57'57.845"" N",31856,14838.0,17018.0
78567,13,Hidalgo,61,Tepeapulco,2,Fray Bernardino de Sahagún (Ciudad Sahagún)," 98°34'54.852"" W","19°46'21.741"" N",31737,15090.0,16647.0
126417,21,Puebla,10,Ajalpan,1,Ciudad de Ajalpan," 97°15'29.896"" W","18°22'39.132"" N",31695,15273.0,16422.0
94547,15,México,106,Toluca,90,Santa María Totoltepec," 99°35'09.097"" W","19°18'05.562"" N",31689,15323.0,16366.0
134840,22,Querétaro,14,Querétaro,105,San Pedro Mártir,"100°28'13.145"" W","20°37'01.773"" N",31677,15575.0,16102.0
126265,21,Puebla,4,Acatzingo,1,Acatzingo de Hidalgo," 97°47'07.655"" W","18°58'46.038"" N",31599,15004.0,16595.0
159537,27,Tabasco,13,Nacajuca,88,Pomoca," 92°55'52.849"" W","18°03'03.691"" N",31592,14920.0,16672.0
115585,20,Oaxaca,44,Loma Bonita,1,Loma Bonita," 95°52'47.914"" W","18°06'35.536"" N",31469,14740.0,16729.0
159247,27,Tabasco,12,Macuspana,1,Macuspana," 92°35'38.654"" W","17°45'23.153"" N",31435,15119.0,16316.0
11874,4,Campeche,9,Escárcega,1,Escárcega," 90°43'55.203"" W","18°36'15.533"" N",31375,15000.0,16375.0
130858,21,Puebla,154,Tecamachalco,1,Tecamachalco," 97°43'42.298"" W","18°53'04.890"" N",31315,14995.0,16320.0
92950,15,México,70,La Paz,5,La Magdalena Atlicpac," 98°57'20.065"" W","19°22'15.717"" N",31275,15163.0,16112.0
60077,11,Guanajuato,5,Apaseo el Grande,1,Apaseo el Grande,"100°41'17.581"" W","20°32'43.023"" N",31264,15093.0,16171.0
88109,14,Jalisco,94,Tequila,1,Tequila,"103°50'08.328"" W","20°52'45.982"" N",31115,15224.0,15891.0
93366,15,México,82,Tejupilco,1,Tejupilco de Hidalgo,"100°09'12.250"" W","18°54'20.507"" N",30967,14690.0,16277.0
88340,14,Jalisco,97,Tlajomulco de Zúñiga,35,Santa Cruz del Valle,"103°20'02.000"" W","20°32'51.000"" N",30849,15280.0,15569.0
110195,19,Nuevo León,10,El Carmen,130,El Jaral,"100°19'02.105"" W","25°51'12.721"" N",30843,15673.0,15170.0
149543,25,Sinaloa,18,Navolato,1,Navolato,"107°41'48.337"" W","24°46'01.988"" N",30796,15056.0,15740.0
135493,23,Quintana Roo,2,Felipe Carrillo Puerto,1,Felipe Carrillo Puerto," 88°02'47.712"" W","19°34'42.636"" N",30754,14806.0,15948.0
101835,16,Michoacán de Ocampo,82,Tacámbaro,1,Tacámbaro de Codallos,"101°27'26.381"" W","19°14'07.932"" N",30519,14588.0,15931.0
